crop,state_name,season,crop_year,price_per_ton,price_low_bound,price_high_bound 
Rice,Mizoram,Kharif,2000,22680.48,22000.0,32000.0
Rice,Mizoram,Kharif,2001,23898.39,22000.0,32000.0
Maize,Mizoram,Rabi,2001,20264.8,20000.0,28000.0
Maize,Mizoram,Kharif,2002,20264.81,20000.0,28000.0
Rice,Mizoram,Kharif,2002,23784.13,22000.0,32000.0
Maize,Mizoram,Rabi,2002,20264.83,20000.0,28000.0
Maize,Mizoram,Kharif,2003,20264.84,20000.0,28000.0
Rice,Mizoram,Kharif,2003,23743.59,22000.0,32000.0
Maize,Mizoram,Kharif,2004,20264.86,20000.0,28000.0
Rice,Mizoram,Kharif,2004,23165.32,22000.0,32000.0
Maize,Mizoram,Rabi,2004,20264.88,20000.0,28000.0
Maize,Mizoram,Kharif,2005,20264.89,20000.0,28000.0
Rice,Mizoram,Whole Year,2005,27003.26,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20264.91,20000.0,28000.0
Rice,Mizoram,Kharif,2006,25256.2,22000.0,32000.0
Maize,Mizoram,Rabi,2006,20264.93,20000.0,28000.0
Maize,Mizoram,Kharif,2007,20264.94,20000.0,28000.0
Rice,Mizoram,Kharif,2007,24202.58,22000.0,32000.0
Maize,Mizoram,Rabi,2007,20264.96,20000.0,28000.0
Rice,Mizoram,Rabi,2007,25846.85,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20264.98,20000.0,28000.0
Rice,Mizoram,Kharif,2008,24587.91,22000.0,32000.0
Maize,Mizoram,Rabi,2008,20265.0,20000.0,28000.0
Maize,Mizoram,Kharif,2009,20265.01,20000.0,28000.0
Rice,Mizoram,Kharif,2009,23872.37,22000.0,32000.0
Maize,Mizoram,Kharif,1997,20265.03,20000.0,28000.0
Maize,Mizoram,Rabi,1997,20265.04,20000.0,28000.0
Rice,Mizoram,Whole Year,1997,23403.0,22000.0,32000.0
Maize,Mizoram,Kharif,1998,20265.06,20000.0,28000.0
Rice,Mizoram,Kharif,1998,23915.36,22000.0,32000.0
Maize,Mizoram,Rabi,1998,20265.08,20000.0,28000.0
Rice,Mizoram,Rabi,1998,24795.85,22000.0,32000.0
Maize,Mizoram,Kharif,1999,20265.1,20000.0,28000.0
Rice,Mizoram,Kharif,1999,24866.11,22000.0,32000.0
Maize,Mizoram,Rabi,1999,20265.12,20000.0,28000.0
Maize,Mizoram,Kharif,2000,20265.13,20000.0,28000.0
Rice,Mizoram,Kharif,2000,23938.72,22000.0,32000.0
Maize,Mizoram,Rabi,2000,20265.15,20000.0,28000.0
Maize,Mizoram,Kharif,2001,20265.16,20000.0,28000.0
Rice,Mizoram,Kharif,2001,23932.67,22000.0,32000.0
Blackgram,Mizoram,Kharif,2001,78001.27,65000.0,82000.0
Maize,Mizoram,Rabi,2001,20265.19,20000.0,28000.0
Blackgram,Mizoram,Rabi,2001,80317.71,65000.0,82000.0
Maize,Mizoram,Kharif,2002,20265.21,20000.0,28000.0
Rice,Mizoram,Kharif,2002,23789.03,22000.0,32000.0
Maize,Mizoram,Rabi,2002,20265.23,20000.0,28000.0
Blackgram,Mizoram,Rabi,2002,76998.75,65000.0,82000.0
Maize,Mizoram,Kharif,2003,20265.25,20000.0,28000.0
Rice,Mizoram,Kharif,2003,23289.31,22000.0,32000.0
Maize,Mizoram,Rabi,2003,20265.27,20000.0,28000.0
Maize,Mizoram,Kharif,2004,20265.28,20000.0,28000.0
Rice,Mizoram,Kharif,2004,23828.52,22000.0,32000.0
Maize,Mizoram,Rabi,2004,20265.3,20000.0,28000.0
Blackgram,Mizoram,Rabi,2004,82265.31,65000.0,82000.0
Maize,Mizoram,Kharif,2005,20265.32,20000.0,28000.0
Maize,Mizoram,Rabi,2005,20265.33,20000.0,28000.0
Blackgram,Mizoram,Rabi,2005,82265.34,65000.0,82000.0
Rice,Mizoram,Whole Year,2005,25395.31,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20265.36,20000.0,28000.0
Rice,Mizoram,Kharif,2006,22386.46,22000.0,32000.0
Maize,Mizoram,Rabi,2006,20265.38,20000.0,28000.0
Rice,Mizoram,Rabi,2006,24013.83,22000.0,32000.0
Maize,Mizoram,Kharif,2007,20265.4,20000.0,28000.0
Rice,Mizoram,Kharif,2007,22991.6,22000.0,32000.0
Maize,Mizoram,Rabi,2007,20265.42,20000.0,28000.0
Rice,Mizoram,Rabi,2007,25810.17,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20265.44,20000.0,28000.0
Rice,Mizoram,Kharif,2008,23117.65,22000.0,32000.0
Maize,Mizoram,Rabi,2008,20265.46,20000.0,28000.0
Maize,Mizoram,Kharif,2009,20265.47,20000.0,28000.0
Rice,Mizoram,Kharif,2009,23892.39,22000.0,32000.0
Maize,Mizoram,Rabi,2009,20265.49,20000.0,28000.0
Maize,Mizoram,Kharif,2004,20265.5,20000.0,28000.0
Rice,Mizoram,Kharif,2004,24125.31,22000.0,32000.0
Maize,Mizoram,Rabi,2004,20265.52,20000.0,28000.0
Maize,Mizoram,Kharif,2005,20265.53,20000.0,28000.0
Maize,Mizoram,Rabi,2005,20265.54,20000.0,28000.0
Rice,Mizoram,Whole Year,2005,22539.11,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20265.56,20000.0,28000.0
Rice,Mizoram,Kharif,2006,25320.1,22000.0,32000.0
Maize,Mizoram,Rabi,2006,20265.58,20000.0,28000.0
Maize,Mizoram,Kharif,2007,20265.59,20000.0,28000.0
Rice,Mizoram,Kharif,2007,25161.7,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20265.61,20000.0,28000.0
Rice,Mizoram,Kharif,2008,24034.28,22000.0,32000.0
Rice,Mizoram,Rabi,2008,22265.63,22000.0,32000.0
Maize,Mizoram,Kharif,2009,20265.64,20000.0,28000.0
Rice,Mizoram,Kharif,2009,25395.94,22000.0,32000.0
Coconut,Mizoram,Kharif,1997,70265.66,45000.0,70000.0
Maize,Mizoram,Kharif,1997,20265.67,20000.0,28000.0
Rice,Mizoram,Whole Year,1997,25096.05,22000.0,32000.0
Maize,Mizoram,Kharif,1998,20265.69,20000.0,28000.0
Rice,Mizoram,Kharif,1998,23245.46,22000.0,32000.0
Maize,Mizoram,Rabi,1998,20265.71,20000.0,28000.0
Rice,Mizoram,Rabi,1998,25841.19,22000.0,32000.0
Maize,Mizoram,Kharif,1999,20265.73,20000.0,28000.0
Rice,Mizoram,Kharif,1999,24707.18,22000.0,32000.0
Maize,Mizoram,Kharif,2000,20265.75,20000.0,28000.0
Rice,Mizoram,Kharif,2000,23635.01,22000.0,32000.0
Maize,Mizoram,Rabi,2000,20265.77,20000.0,28000.0
Maize,Mizoram,Kharif,2001,20265.78,20000.0,28000.0
Rice,Mizoram,Kharif,2001,24773.95,22000.0,32000.0
Maize,Mizoram,Rabi,2001,20265.8,20000.0,28000.0
Blackgram,Mizoram,Rabi,2001,82265.81,65000.0,82000.0
Maize,Mizoram,Kharif,2002,20265.82,20000.0,28000.0
Rice,Mizoram,Kharif,2002,23259.53,22000.0,32000.0
Maize,Mizoram,Rabi,2002,20265.84,20000.0,28000.0
Blackgram,Mizoram,Rabi,2002,79497.55,65000.0,82000.0
Maize,Mizoram,Kharif,2003,20265.86,20000.0,28000.0
Rice,Mizoram,Kharif,2003,24038.11,22000.0,32000.0
Maize,Mizoram,Rabi,2003,20265.88,20000.0,28000.0
Maize,Mizoram,Kharif,2004,20265.89,20000.0,28000.0
Rice,Mizoram,Kharif,2004,24426.32,22000.0,32000.0
Maize,Mizoram,Rabi,2004,20265.91,20000.0,28000.0
Blackgram,Mizoram,Rabi,2004,81013.36,65000.0,82000.0
Maize,Mizoram,Kharif,2005,20265.93,20000.0,28000.0
Maize,Mizoram,Rabi,2005,20265.94,20000.0,28000.0
Rice,Mizoram,Whole Year,2005,23368.17,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20265.96,20000.0,28000.0
Rice,Mizoram,Kharif,2006,25180.04,22000.0,32000.0
Maize,Mizoram,Rabi,2006,20265.98,20000.0,28000.0
Rice,Mizoram,Rabi,2006,27607.09,22000.0,32000.0
Maize,Mizoram,Kharif,2007,20266.0,20000.0,28000.0
Rice,Mizoram,Kharif,2007,25048.45,22000.0,32000.0
Maize,Mizoram,Rabi,2007,20266.02,20000.0,28000.0
Rice,Mizoram,Rabi,2007,28213.17,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20266.04,20000.0,28000.0
Rice,Mizoram,Kharif,2008,23074.65,22000.0,32000.0
Maize,Mizoram,Rabi,2008,20266.06,20000.0,28000.0
Rice,Mizoram,Rabi,2008,24173.39,22000.0,32000.0
Maize,Mizoram,Kharif,2009,20266.08,20000.0,28000.0
Rice,Mizoram,Kharif,2009,25172.63,22000.0,32000.0
Maize,Mizoram,Rabi,2009,20266.1,20000.0,28000.0
Rice,Mizoram,Rabi,2009,25315.36,22000.0,32000.0
Maize,Mizoram,Kharif,2003,20266.12,20000.0,28000.0
Rice,Mizoram,Kharif,2003,23902.53,22000.0,32000.0
Maize,Mizoram,Rabi,2003,20266.14,20000.0,28000.0
Maize,Mizoram,Kharif,2004,20266.15,20000.0,28000.0
Rice,Mizoram,Kharif,2004,23974.15,22000.0,32000.0
Blackgram,Mizoram,Kharif,2004,78068.09,65000.0,82000.0
Maize,Mizoram,Rabi,2004,20266.18,20000.0,28000.0
Blackgram,Mizoram,Rabi,2004,82266.19,65000.0,82000.0
Maize,Mizoram,Kharif,2005,20266.2,20000.0,28000.0
Blackgram,Mizoram,Kharif,2005,81004.0,65000.0,82000.0
Maize,Mizoram,Rabi,2005,20266.22,20000.0,28000.0
Blackgram,Mizoram,Rabi,2005,77998.15,65000.0,82000.0
Rice,Mizoram,Whole Year,2005,25877.43,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20266.25,20000.0,28000.0
Rice,Mizoram,Kharif,2006,24110.27,22000.0,32000.0
Maize,Mizoram,Rabi,2006,20266.27,20000.0,28000.0
Rice,Mizoram,Rabi,2006,25739.42,22000.0,32000.0
Maize,Mizoram,Kharif,2007,20266.29,20000.0,28000.0
Rice,Mizoram,Kharif,2007,24241.95,22000.0,32000.0
Maize,Mizoram,Rabi,2007,20266.31,20000.0,28000.0
Rice,Mizoram,Rabi,2007,24441.18,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20266.33,20000.0,28000.0
Rice,Mizoram,Kharif,2008,23348.46,22000.0,32000.0
Maize,Mizoram,Rabi,2008,20266.35,20000.0,28000.0
Maize,Mizoram,Kharif,2009,20266.36,20000.0,28000.0
Rice,Mizoram,Kharif,2009,24702.5,22000.0,32000.0
Maize,Mizoram,Kharif,2003,20266.38,20000.0,28000.0
Rice,Mizoram,Kharif,2003,24719.1,22000.0,32000.0
Maize,Mizoram,Rabi,2003,20266.4,20000.0,28000.0
Maize,Mizoram,Kharif,2004,20266.41,20000.0,28000.0
Rice,Mizoram,Kharif,2004,24230.66,22000.0,32000.0
Maize,Mizoram,Rabi,2004,20266.43,20000.0,28000.0
Maize,Mizoram,Kharif,2005,20266.44,20000.0,28000.0
Maize,Mizoram,Rabi,2005,20266.45,20000.0,28000.0
Rice,Mizoram,Whole Year,2005,23982.81,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20266.47,20000.0,28000.0
Rice,Mizoram,Kharif,2006,24426.74,22000.0,32000.0
Maize,Mizoram,Kharif,2007,20266.49,20000.0,28000.0
Rice,Mizoram,Kharif,2007,22776.36,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20266.51,20000.0,28000.0
Rice,Mizoram,Kharif,2008,23773.97,22000.0,32000.0
Maize,Mizoram,Kharif,2009,20266.53,20000.0,28000.0
Rice,Mizoram,Kharif,2009,23309.54,22000.0,32000.0
Maize,Mizoram,Kharif,2004,20266.55,20000.0,28000.0
Rice,Mizoram,Kharif,2004,25898.4,22000.0,32000.0
Maize,Mizoram,Kharif,2005,20266.57,20000.0,28000.0
Rice,Mizoram,Whole Year,2005,25443.06,22000.0,32000.0
Maize,Mizoram,Kharif,2006,20266.59,20000.0,28000.0
Rice,Mizoram,Kharif,2006,23632.28,22000.0,32000.0
Maize,Mizoram,Kharif,2007,20266.61,20000.0,28000.0
Rice,Mizoram,Kharif,2007,24029.41,22000.0,32000.0
Maize,Mizoram,Kharif,2008,20266.63,20000.0,28000.0
Rice,Mizoram,Kharif,2008,23329.62,22000.0,32000.0
Maize,Mizoram,Kharif,2009,20266.65,20000.0,28000.0
Rice,Mizoram,Kharif,2009,23381.12,22000.0,32000.0
Jute,Nagaland,Kharif,2000,52266.67,38000.0,52000.0
Maize,Nagaland,Kharif,2000,20266.68,20000.0,28000.0
Rice,Nagaland,Kharif,2000,22980.89,22000.0,32000.0
Rice,Nagaland,Rabi,2000,25076.15,22000.0,32000.0
Jute,Nagaland,Kharif,2001,52266.71,38000.0,52000.0
Maize,Nagaland,Kharif,2001,20266.72,20000.0,28000.0
Rice,Nagaland,Kharif,2001,23632.1,22000.0,32000.0
Rice,Nagaland,Rabi,2001,22266.74,22000.0,32000.0
Jute,Nagaland,Kharif,2002,52266.75,38000.0,52000.0
Maize,Nagaland,Kharif,2002,20266.76,20000.0,28000.0
Rice,Nagaland,Kharif,2002,23548.97,22000.0,32000.0
Jute,Nagaland,Kharif,2003,52266.78,38000.0,52000.0
Maize,Nagaland,Kharif,2003,20266.79,20000.0,28000.0
Rice,Nagaland,Kharif,2003,23553.78,22000.0,32000.0
Maize,Nagaland,Rabi,2003,20266.81,20000.0,28000.0
Rice,Nagaland,Rabi,2003,25966.82,22000.0,32000.0
Jute,Nagaland,Kharif,2004,52266.83,38000.0,52000.0
Maize,Nagaland,Kharif,2004,20266.84,20000.0,28000.0
Rice,Nagaland,Kharif,2004,23866.36,22000.0,32000.0
Maize,Nagaland,Rabi,2004,20266.86,20000.0,28000.0
Rice,Nagaland,Rabi,2004,26083.7,22000.0,32000.0
Jute,Nagaland,Kharif,2005,52266.88,38000.0,52000.0
Maize,Nagaland,Kharif,2005,20266.89,20000.0,28000.0
Rice,Nagaland,Kharif,2005,25563.61,22000.0,32000.0
Maize,Nagaland,Rabi,2005,20266.91,20000.0,28000.0
Rice,Nagaland,Rabi,2005,27365.16,22000.0,32000.0
Jute,Nagaland,Kharif,2006,52266.93,38000.0,52000.0
Maize,Nagaland,Kharif,2006,20266.94,20000.0,28000.0
Rice,Nagaland,Kharif,2006,22271.39,22000.0,32000.0
Maize,Nagaland,Rabi,2006,20266.96,20000.0,28000.0
Rice,Nagaland,Rabi,2006,24624.21,22000.0,32000.0
Blackgram,Nagaland,Rabi,2006,79132.04,65000.0,82000.0
Jute,Nagaland,Kharif,2007,52266.99,38000.0,52000.0
Maize,Nagaland,Kharif,2007,20267.0,20000.0,28000.0
Rice,Nagaland,Kharif,2007,22267.01,22000.0,32000.0
Maize,Nagaland,Rabi,2007,20267.02,20000.0,28000.0
Rice,Nagaland,Rabi,2007,24918.74,22000.0,32000.0
Jute,Nagaland,Kharif,2008,52267.04,38000.0,52000.0
Maize,Nagaland,Kharif,2008,20267.05,20000.0,28000.0
Rice,Nagaland,Kharif,2008,23374.4,22000.0,32000.0
Maize,Nagaland,Rabi,2008,20267.07,20000.0,28000.0
Blackgram,Nagaland,Rabi,2008,82267.08,65000.0,82000.0
Jute,Nagaland,Kharif,2009,52267.09,38000.0,52000.0
Maize,Nagaland,Kharif,2009,20267.1,20000.0,28000.0
Rice,Nagaland,Kharif,2009,24210.54,22000.0,32000.0
Blackgram,Nagaland,Kharif,2009,79529.33,65000.0,82000.0
Maize,Nagaland,Rabi,2009,20267.13,20000.0,28000.0
Blackgram,Nagaland,Rabi,2009,76693.87,65000.0,82000.0
Jute,Nagaland,Kharif,2010,52267.15,38000.0,52000.0
Maize,Nagaland,Kharif,2010,20267.16,20000.0,28000.0
Rice,Nagaland,Kharif,2010,23870.5,22000.0,32000.0
Maize,Nagaland,Rabi,2010,20267.18,20000.0,28000.0
Rice,Nagaland,Rabi,2010,23627.55,22000.0,32000.0
Blackgram,Nagaland,Rabi,2010,82267.2,65000.0,82000.0
Jute,Nagaland,Kharif,2011,52267.21,38000.0,52000.0
Maize,Nagaland,Kharif,2011,20267.22,20000.0,28000.0
Rice,Nagaland,Kharif,2011,24936.38,22000.0,32000.0
Blackgram,Nagaland,Kharif,2011,78071.21,65000.0,82000.0
Blackgram,Nagaland,Rabi,2011,80303.57,65000.0,82000.0
Maize,Nagaland,Rabi,2011,20267.26,20000.0,28000.0
Rice,Nagaland,Rabi,2011,25705.73,22000.0,32000.0
Jute,Nagaland,Kharif,2012,52267.28,38000.0,52000.0
Maize,Nagaland,Kharif,2012,20267.29,20000.0,28000.0
Rice,Nagaland,Kharif,2012,24299.63,22000.0,32000.0
Blackgram,Nagaland,Kharif,2012,78110.16,65000.0,82000.0
Blackgram,Nagaland,Rabi,2012,81398.61,65000.0,82000.0
Maize,Nagaland,Rabi,2012,20267.33,20000.0,28000.0
Rice,Nagaland,Rabi,2012,27223.46,22000.0,32000.0
Jute,Nagaland,Kharif,2013,52267.35,38000.0,52000.0
Maize,Nagaland,Kharif,2013,20267.36,20000.0,28000.0
Rice,Nagaland,Kharif,2013,24570.4,22000.0,32000.0
Blackgram,Nagaland,Rabi,2013,82267.38,65000.0,82000.0
Lentil,Nagaland,Rabi,2013,68125.91,55000.0,75000.0
Maize,Nagaland,Rabi,2013,20267.4,20000.0,28000.0
Rice,Nagaland,Rabi,2013,24160.19,22000.0,32000.0
Blackgram,Nagaland,Kharif,2014,82267.42,65000.0,82000.0
Jute,Nagaland,Kharif,2014,52267.43,38000.0,52000.0
Maize,Nagaland,Kharif,2014,20267.44,20000.0,28000.0
Rice,Nagaland,Kharif,2014,24293.15,22000.0,32000.0
Lentil,Nagaland,Rabi,2014,67593.28,55000.0,75000.0
Maize,Nagaland,Rabi,2014,20267.47,20000.0,28000.0
Rice,Nagaland,Rabi,2014,26276.18,22000.0,32000.0
Maize,Nagaland,Kharif,2008,20267.49,20000.0,28000.0
Rice,Nagaland,Kharif,2008,24184.71,22000.0,32000.0
Blackgram,Nagaland,Rabi,2008,82267.51,65000.0,82000.0
Maize,Nagaland,Kharif,2009,20267.52,20000.0,28000.0
Rice,Nagaland,Kharif,2009,23832.63,22000.0,32000.0
Maize,Nagaland,Rabi,2009,20267.54,20000.0,28000.0
Blackgram,Nagaland,Rabi,2009,82267.55,65000.0,82000.0
Maize,Nagaland,Kharif,2010,20267.56,20000.0,28000.0
Rice,Nagaland,Kharif,2010,24525.38,22000.0,32000.0
Maize,Nagaland,Rabi,2010,20267.58,20000.0,28000.0
Blackgram,Nagaland,Rabi,2010,81592.46,65000.0,82000.0
Maize,Nagaland,Kharif,2011,20267.6,20000.0,28000.0
Rice,Nagaland,Kharif,2011,22267.61,22000.0,32000.0
Blackgram,Nagaland,Rabi,2011,82267.62,65000.0,82000.0
Maize,Nagaland,Rabi,2011,20267.63,20000.0,28000.0
Maize,Nagaland,Kharif,2012,20267.64,20000.0,28000.0
Rice,Nagaland,Kharif,2012,24991.65,22000.0,32000.0
Blackgram,Nagaland,Rabi,2012,82267.66,65000.0,82000.0
Maize,Nagaland,Rabi,2012,20267.67,20000.0,28000.0
Maize,Nagaland,Kharif,2013,20267.68,20000.0,28000.0
Rice,Nagaland,Kharif,2013,22267.69,22000.0,32000.0
Blackgram,Nagaland,Rabi,2013,77994.43,65000.0,82000.0
Maize,Nagaland,Rabi,2013,20267.71,20000.0,28000.0
Blackgram,Nagaland,Kharif,2014,75915.79,65000.0,82000.0
Maize,Nagaland,Kharif,2014,20267.73,20000.0,28000.0
Rice,Nagaland,Kharif,2014,26132.81,22000.0,32000.0
Maize,Nagaland,Rabi,2014,20267.75,20000.0,28000.0
Maize,Nagaland,Kharif,1997,20267.76,20000.0,28000.0
Rice,Nagaland,Kharif,1997,24834.56,22000.0,32000.0
Rice,Nagaland,Rabi,1997,22267.78,22000.0,32000.0
Jute,Nagaland,Kharif,1998,52267.79,38000.0,52000.0
Maize,Nagaland,Kharif,1998,20267.8,20000.0,28000.0
Rice,Nagaland,Kharif,1998,22267.81,22000.0,32000.0
Jute,Nagaland,Kharif,1999,50491.78,38000.0,52000.0
Maize,Nagaland,Kharif,1999,20267.83,20000.0,28000.0
Rice,Nagaland,Kharif,1999,25240.99,22000.0,32000.0
Maize,Nagaland,Kharif,2000,20267.85,20000.0,28000.0
Rice,Nagaland,Kharif,2000,24910.72,22000.0,32000.0
Maize,Nagaland,Kharif,2001,20267.87,20000.0,28000.0
Rice,Nagaland,Kharif,2001,22922.4,22000.0,32000.0
Jute,Nagaland,Kharif,2002,52267.89,38000.0,52000.0
Maize,Nagaland,Kharif,2002,20267.9,20000.0,28000.0
Rice,Nagaland,Kharif,2002,22853.31,22000.0,32000.0
Jute,Nagaland,Kharif,2003,52267.92,38000.0,52000.0
Maize,Nagaland,Kharif,2003,20267.93,20000.0,28000.0
Rice,Nagaland,Kharif,2003,22267.94,22000.0,32000.0
Jute,Nagaland,Kharif,2004,52267.95,38000.0,52000.0
Maize,Nagaland,Kharif,2004,20267.96,20000.0,28000.0
Rice,Nagaland,Kharif,2004,24467.76,22000.0,32000.0
Jute,Nagaland,Kharif,2005,52267.98,38000.0,52000.0
Maize,Nagaland,Kharif,2005,20267.99,20000.0,28000.0
Rice,Nagaland,Kharif,2005,25195.48,22000.0,32000.0
Jute,Nagaland,Kharif,2006,52268.01,38000.0,52000.0
Maize,Nagaland,Kharif,2006,20268.02,20000.0,28000.0
Rice,Nagaland,Kharif,2006,24500.37,22000.0,32000.0
Blackgram,Nagaland,Rabi,2006,82268.04,65000.0,82000.0
Jute,Nagaland,Kharif,2007,52268.05,38000.0,52000.0
Maize,Nagaland,Kharif,2007,20268.06,20000.0,28000.0
Rice,Nagaland,Kharif,2007,26308.23,22000.0,32000.0
Jute,Nagaland,Kharif,2008,52268.08,38000.0,52000.0
Maize,Nagaland,Kharif,2008,20268.09,20000.0,28000.0
Rice,Nagaland,Kharif,2008,25566.27,22000.0,32000.0
Jute,Nagaland,Kharif,2009,52268.11,38000.0,52000.0
Maize,Nagaland,Kharif,2009,20268.12,20000.0,28000.0
Rice,Nagaland,Kharif,2009,23661.36,22000.0,32000.0
Blackgram,Nagaland,Kharif,2009,75773.81,65000.0,82000.0
Blackgram,Nagaland,Rabi,2009,77727.11,65000.0,82000.0
Jute,Nagaland,Kharif,2010,52268.16,38000.0,52000.0
Maize,Nagaland,Kharif,2010,20268.17,20000.0,28000.0
Rice,Nagaland,Kharif,2010,24882.22,22000.0,32000.0
Blackgram,Nagaland,Rabi,2010,82268.19,65000.0,82000.0
Jute,Nagaland,Kharif,2011,52268.2,38000.0,52000.0
Maize,Nagaland,Kharif,2011,20268.21,20000.0,28000.0
Rice,Nagaland,Kharif,2011,24625.05,22000.0,32000.0
Blackgram,Nagaland,Kharif,2011,76567.32,65000.0,82000.0
Blackgram,Nagaland,Rabi,2011,80533.2,65000.0,82000.0
Jute,Nagaland,Kharif,2012,52268.25,38000.0,52000.0
Maize,Nagaland,Kharif,2012,20268.26,20000.0,28000.0
Rice,Nagaland,Kharif,2012,24196.24,22000.0,32000.0
Blackgram,Nagaland,Kharif,2012,81522.56,65000.0,82000.0
Blackgram,Nagaland,Rabi,2012,82268.29,65000.0,82000.0
Jute,Nagaland,Kharif,2013,52268.3,38000.0,52000.0
Maize,Nagaland,Kharif,2013,20268.31,20000.0,28000.0
Rice,Nagaland,Kharif,2013,25418.44,22000.0,32000.0
Blackgram,Nagaland,Rabi,2013,81614.81,65000.0,82000.0
Lentil,Nagaland,Rabi,2013,67246.66,55000.0,75000.0
Blackgram,Nagaland,Kharif,2014,74023.69,65000.0,82000.0
Jute,Nagaland,Kharif,2014,52268.36,38000.0,52000.0
Maize,Nagaland,Kharif,2014,20268.37,20000.0,28000.0
Rice,Nagaland,Kharif,2014,26889.64,22000.0,32000.0
Lentil,Nagaland,Rabi,2014,63882.91,55000.0,75000.0
Maize,Nagaland,Kharif,2008,20268.4,20000.0,28000.0
Rice,Nagaland,Kharif,2008,22657.03,22000.0,32000.0
Maize,Nagaland,Kharif,2009,20268.42,20000.0,28000.0
Rice,Nagaland,Kharif,2009,23514.77,22000.0,32000.0
Maize,Nagaland,Kharif,2010,20268.44,20000.0,28000.0
Rice,Nagaland,Kharif,2010,24318.3,22000.0,32000.0
Maize,Nagaland,Kharif,2011,20268.46,20000.0,28000.0
Rice,Nagaland,Kharif,2011,25899.56,22000.0,32000.0
Maize,Nagaland,Kharif,2012,20268.48,20000.0,28000.0
Rice,Nagaland,Kharif,2012,22268.49,22000.0,32000.0
Maize,Nagaland,Kharif,2013,20268.5,20000.0,28000.0
Rice,Nagaland,Kharif,2013,24021.21,22000.0,32000.0
Blackgram,Nagaland,Kharif,2014,77717.31,65000.0,82000.0
Maize,Nagaland,Kharif,2014,20268.53,20000.0,28000.0
Rice,Nagaland,Kharif,2014,24637.71,22000.0,32000.0
Maize,Nagaland,Kharif,1997,20268.55,20000.0,28000.0
Rice,Nagaland,Kharif,1997,23470.73,22000.0,32000.0
Maize,Nagaland,Kharif,1998,20268.57,20000.0,28000.0
Rice,Nagaland,Kharif,1998,24160.76,22000.0,32000.0
Maize,Nagaland,Kharif,1999,20268.59,20000.0,28000.0
Rice,Nagaland,Kharif,1999,25751.08,22000.0,32000.0
Maize,Nagaland,Kharif,2000,20268.61,20000.0,28000.0
Rice,Nagaland,Kharif,2000,24687.0,22000.0,32000.0
Maize,Nagaland,Kharif,2001,20268.63,20000.0,28000.0
Rice,Nagaland,Kharif,2001,22833.35,22000.0,32000.0
Maize,Nagaland,Kharif,2002,20268.65,20000.0,28000.0
Rice,Nagaland,Kharif,2002,24355.46,22000.0,32000.0
Maize,Nagaland,Kharif,2003,20268.67,20000.0,28000.0
Jute,Nagaland,Kharif,2004,52268.68,38000.0,52000.0
Maize,Nagaland,Kharif,2004,20268.69,20000.0,28000.0
Rice,Nagaland,Kharif,2004,22669.3,22000.0,32000.0
Jute,Nagaland,Kharif,2005,52268.71,38000.0,52000.0
Maize,Nagaland,Kharif,2005,20268.72,20000.0,28000.0
Rice,Nagaland,Kharif,2005,23748.86,22000.0,32000.0
Jute,Nagaland,Kharif,2006,52268.74,38000.0,52000.0
Maize,Nagaland,Kharif,2006,20268.75,20000.0,28000.0
Rice,Nagaland,Kharif,2006,22304.45,22000.0,32000.0
Blackgram,Nagaland,Rabi,2006,82268.77,65000.0,82000.0
Jute,Nagaland,Kharif,2007,52268.78,38000.0,52000.0
Maize,Nagaland,Kharif,2007,20268.79,20000.0,28000.0
Rice,Nagaland,Kharif,2007,22538.79,22000.0,32000.0
Jute,Nagaland,Kharif,2008,52268.81,38000.0,52000.0
Maize,Nagaland,Kharif,2008,20268.82,20000.0,28000.0
Rice,Nagaland,Kharif,2008,24559.04,22000.0,32000.0
Maize,Nagaland,Rabi,2008,20268.84,20000.0,28000.0
Jute,Nagaland,Kharif,2009,52268.85,38000.0,52000.0
Maize,Nagaland,Kharif,2009,20268.86,20000.0,28000.0
Rice,Nagaland,Kharif,2009,23699.27,22000.0,32000.0
Blackgram,Nagaland,Kharif,2009,77265.04,65000.0,82000.0
Maize,Nagaland,Rabi,2009,20268.89,20000.0,28000.0
Blackgram,Nagaland,Rabi,2009,81351.98,65000.0,82000.0
Jute,Nagaland,Kharif,2010,52268.91,38000.0,52000.0
Maize,Nagaland,Kharif,2010,20268.92,20000.0,28000.0
Rice,Nagaland,Kharif,2010,25113.38,22000.0,32000.0
Maize,Nagaland,Rabi,2010,20268.94,20000.0,28000.0
Blackgram,Nagaland,Rabi,2010,82268.95,65000.0,82000.0
Jute,Nagaland,Kharif,2011,52268.96,38000.0,52000.0
Maize,Nagaland,Kharif,2011,20268.97,20000.0,28000.0
